EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
67076	1	1	4.79593	0	2	1	912	0.481436	
67076	2	1	55.2041	0	1	1	912	0.483486	
67414	1	1	60	0	1	1	912	0.497081	
67555	1	1	60	0	1	1	912	0.479015	
67615	1	1	60	0	1	1	912	0.486897	
67624	1	1	60	0	1	1	912	0.481304	
67733	1	1	60	0	1	1	912	0.492561	
67865	1	1	60	0	1	1	912	0.478715	
67901	1	1	60	0	1	1	912	0.480531	
67954	1	1	60	0	1	1	912	0.494539	
68445	1	1	60	0	1	1	912	0.493553	
68714	1	1	60	0	1	1	912	0.507384	
69218	1	1	60	0	1	1	912	0.486331	
69405	1	1	60	0	1	1	912	0.478898	
69444	1	1	60	0	1	1	912	0.478218	
69457	1	1	60	0	1	1	912	0.490858	
69652	1	1	60	0	1	1	912	0.491435	
69675	1	1	60	0	1	1	912	0.489986	
69705	1	1	60	0	1	1	912	0.479516	
69923	1	1	60	0	1	1	912	0.479816	
69942	1	1	60	0	1	1	912	0.490586	
69992	1	1	60	0	1	1	912	0.478118	
70216	1	1	60	0	1	1	912	0.485866	
70251	1	1	60	0	1	1	912	0.484772	
70376	1	1	60	0	1	1	912	0.489567	
70436	1	1	0	0	3	1	912	0.492103	
70436	2	1	60	0	1	1	912	0.493909	
70501	1	1	60	0	1	1	912	0.488784	
70509	1	1	60	0	1	1	912	0.478632	
70532	1	1	60	0	1	1	912	0.478692	
71185	1	1	60	0	1	1	912	0.492397	
71576	1	1	60	0	1	1	912	0.477788	
71664	1	1	60	0	1	1	912	0.488199	
72054	1	1	60	0	1	1	912	0.47955	
72071	1	1	60	0	1	1	912	0.48291	
72210	1	1	60	0	1	1	912	0.506377	
72398	1	1	60	0	1	1	912	0.498582	
72443	1	1	60	0	1	1	912	0.487212	
72523	1	1	60	0	1	1	912	0.48927	
72709	1	1	60	0	1	1	912	0.482462	
72713	1	1	60	0	1	1	912	0.483799	
72799	1	1	60	0	1	1	912	0.482549	
73066	1	1	2.55508	0	2	1	912	0.486432	
73066	2	1	57.4449	0	1	1	912	0.487815	
73319	1	1	60	0	1	1	912	0.490664	
73323	1	1	60	0	1	1	912	0.483811	
73376	1	1	60	0	1	1	912	0.478162	
73390	1	1	0	0	3	1	912	0.481315	
73390	2	1	60	0	1	1	912	0.481672	
73460	1	1	60	0	1	1	912	0.486679	
73540	1	1	60	0	1	1	912	0.480064	
74019	1	1	60	0	1	1	912	0.485004	
74149	1	1	60	0	1	1	912	0.478282	
74352	1	1	60	0	1	1	912	0.485601	
74476	1	1	0	0	4	1	912	0.49119	
74577	1	1	60	0	1	1	912	0.491398	
74627	1	1	60	0	1	1	912	0.506301	
74738	1	1	60	0	1	1	912	0.490181	
74819	1	1	60	0	1	1	912	0.480582	
75380	1	1	60	0	1	1	912	0.490536	
75680	1	1	60	0	1	1	912	0.478802	
75986	1	1	60	0	1	1	912	0.480208	
76064	1	1	60	0	1	1	912	0.491028	
76100	1	1	60	0	1	1	912	0.49134	
76562	1	1	60	0	1	1	912	0.489929	
76639	1	1	60	0	1	1	912	0.478964	
76781	1	1	60	0	1	1	912	0.47932	
76804	1	1	60	0	1	1	912	0.491268	
77093	1	1	60	0	1	1	912	0.485363	
77239	1	1	60	0	1	1	912	0.491709	
77419	1	1	60	0	1	1	912	0.484542	
77538	1	1	60	0	1	1	912	0.486427	
77745	1	1	0.892783	0	2	1	912	0.485976	
77745	2	1	59.1072	0	1	1	912	0.48634	
77838	1	1	60	0	1	1	912	0.482129	
77853	1	1	60	0	1	1	912	0.481105	
78014	1	1	60	0	1	1	912	0.485816	
78046	1	1	60	0	1	1	912	0.480894	
78262	1	1	60	0	1	1	912	0.486926	
78360	1	1	0	0	3	1	912	0.480506	
78360	2	1	60	0	1	1	912	0.48113	
78398	1	1	60	0	1	1	912	0.497618	
78563	1	1	60	0	1	1	912	0.486339	
78859	1	1	60	0	1	1	912	0.488913	
78885	1	1	60	0	1	1	912	0.490132	
79021	1	1	60	0	1	1	912	0.501199	
79400	1	1	60	0	1	1	912	0.496108	
79570	1	1	60	0	1	1	912	0.479319	
79709	1	1	0	0	3	1	912	0.482774	
79709	2	1	0	0	3	1	912	0.482939	
79709	3	1	60	0	1	1	912	0.483777	
79886	1	1	60	0	1	1	912	0.484473	
80098	1	1	60	0	1	1	912	0.493652	
80404	1	1	60	0	1	1	912	0.495124	
80923	1	1	60	0	1	1	912	0.489539	
80926	1	1	60	0	1	1	912	0.484497	
81113	1	1	60	0	1	1	912	0.492238	
81284	1	1	60	0	1	1	912	0.48972	
81426	1	1	60	0	1	1	912	0.490509	
81484	1	1	60	0	1	1	912	0.5061	
81625	1	1	60	0	1	1	912	0.493132	
81726	1	1	60	0	1	1	912	0.478161	
81839	1	1	60	0	1	1	912	0.488353	
81989	1	1	0	0	3	1	912	0.488611	
81989	2	1	0	0	3	1	912	0.488745	
81989	3	1	60	0	1	1	912	0.492215	
82156	1	1	60	0	1	1	912	0.498196	
82302	1	1	0	0	3	1	912	0.47859	
82302	2	1	60	0	1	1	912	0.478827	
82395	1	1	60	0	1	1	912	0.492606	
82445	1	1	60	0	1	1	912	0.492369	
82513	1	1	60	0	1	1	912	0.490481	
82610	1	1	60	0	1	1	912	0.483101	
82786	1	1	60	0	1	1	912	0.482933	
82824	1	1	60	0	1	1	912	0.486916	
82841	1	1	60	0	1	1	912	0.485853	
82853	1	1	60	0	1	1	912	0.478733	
82862	1	1	60	0	1	1	912	0.485668	
82944	1	1	60	0	1	1	912	0.484279	
82993	1	1	60	0	1	1	912	0.489519	
83082	1	1	60	0	1	1	912	0.483268	
83100	1	1	60	0	1	1	912	0.480747	
83332	1	1	60	0	1	1	912	0.491177	
83580	1	1	60	0	1	1	912	0.488838	
83680	1	1	60	0	1	1	912	0.499308	
84200	1	1	60	0	1	1	912	0.489072	
84322	1	1	60	0	1	1	912	0.489006	
84358	1	1	60	0	1	1	912	0.489711	
84436	1	1	60	0	1	1	912	0.487245	
84441	1	1	60	0	1	1	912	0.501297	
84452	1	1	60	0	1	1	912	0.47871	
84547	1	1	0	0	3	1	912	0.484965	
84547	2	1	60	0	1	1	912	0.485385	
84548	1	1	60	0	1	1	912	0.481953	
84595	1	1	60	0	1	1	912	0.487508	
84616	1	1	60	0	1	1	912	0.490543	
84631	1	1	60	0	1	1	912	0.482365	
84677	1	1	60	0	1	1	912	0.485246	
84688	1	1	60	0	1	1	912	0.49066	
